1333462875	237.138.224.101	60.67.159.30
1333462875	201.210.60.17	42.191.206.14
1333462875	175.31.193.20	185.222.127.117
1333462875	201.245.68.87	232.160.236.49
1333462875	70.139.33.91	201.245.68.87
1333462875	171.137.198.31	250.81.34.31
1333462875	70.139.33.91	15.117.211.17
1333462875	232.160.236.49	124.141.163.118
1333462875	237.138.224.101	70.139.33.91
1333462875	169.205.36.8	169.227.145.64
1333462875	152.70.197.76	7.244.129.105
1333462875	171.137.198.31	232.160.236.49
1333462875	201.210.60.17	201.245.68.87
1333462875	74.112.55.8	124.141.163.118
1333462875	1.27.47.96	169.227.145.64
1333462875	250.81.34.31	201.210.60.17
1333462875	175.31.193.20	15.117.211.17
1333462875	181.8.226.14	69.195.117.114
1333462875	70.139.33.91	70.139.33.91
1333462875	169.227.145.64	152.70.197.76
1333462875	69.195.117.114	1.27.47.96
1333462875	169.205.36.8	201.245.68.87
1333462875	7.244.129.105	10.236.213.76
1333462875	237.138.224.101	169.227.145.64
1333462875	137.92.116.88	152.70.197.76
1333462875	169.205.36.8	237.138.224.101
1333462875	169.227.145.64	185.222.127.117
1333462875	201.245.68.87	10.236.213.76
1333462875	15.117.211.17	232.160.236.49
1333462875	185.222.127.117	250.81.34.31
1333462875	237.138.224.101	171.137.198.31
1333462875	15.117.211.17	169.227.145.64
1333462875	70.139.33.91	7.244.129.105
1333462875	124.141.163.118	171.137.198.31
1333462875	169.205.36.8	171.137.198.31
1333462875	181.8.226.14	169.227.145.64
1333462875	181.8.226.14	175.31.193.20
1333462875	152.70.197.76	15.117.211.17
1333462875	137.92.116.88	250.81.34.31
1333462875	70.139.33.91	63.15.222.10
1333462875	232.160.236.49	60.67.159.30
1333462875	175.31.193.20	232.160.236.49
1333462875	74.112.55.8	63.15.222.10
1333462875	237.138.224.101	185.222.127.117
1333462875	250.81.34.31	70.139.33.91
1333462875	250.81.34.31	137.92.116.88
1333462875	169.227.145.64	175.31.193.20
1333462875	169.205.36.8	201.210.60.17
1333462875	169.227.145.64	152.70.197.76
1333462875	74.112.55.8	10.236.213.76
1333462875	124.141.163.118	169.205.36.8
1333462875	175.31.193.20	124.141.163.118
1333462875	137.92.116.88	201.245.68.87
1333462875	69.195.117.114	175.31.193.20
1333462875	237.138.224.101	201.245.68.87
1333462875	250.81.34.31	169.205.36.8
1333462875	15.117.211.17	124.141.163.118
1333462875	183.206.239.94	250.81.34.31
1333462875	63.15.222.10	250.81.34.31
1333462875	175.31.193.20	171.137.198.31
1333462875	175.31.193.20	63.15.222.10
1333462875	10.236.213.76	42.191.206.14
1333462875	1.27.47.96	124.141.163.118
1333462875	124.141.163.118	250.81.34.31
1333462875	124.141.163.118	169.227.145.64
1333462875	183.206.239.94	201.245.68.87
1333462875	152.70.197.76	237.138.224.101
1333462875	15.117.211.17	232.160.236.49
1333462875	10.236.213.76	1.27.47.96
1333462875	60.67.159.30	137.92.116.88
1333462875	63.15.222.10	201.210.60.17
1333462875	175.31.193.20	10.236.213.76
1333462875	124.141.163.118	185.222.127.117
1333462875	169.205.36.8	152.70.197.76
1333462875	63.15.222.10	69.195.117.114
1333462875	152.70.197.76	237.138.224.101
1333462875	1.27.47.96	124.141.163.118
1333462875	181.8.226.14	169.205.36.8
1333462875	169.227.145.64	137.92.116.88
1333462875	42.191.206.14	250.81.34.31
1333462875	70.139.33.91	1.27.47.96
1333462875	63.15.222.10	201.210.60.17
1333462875	169.205.36.8	69.195.117.114
1333462875	7.244.129.105	7.244.129.105
1333462875	124.141.163.118	70.139.33.91
1333462875	181.8.226.14	60.67.159.30
1333462875	10.236.213.76	232.160.236.49
1333462875	201.245.68.87	10.236.213.76
1333462875	169.205.36.8	70.139.33.91
1333462875	60.67.159.30	169.205.36.8
1333462875	137.92.116.88	152.70.197.76
1333462875	69.195.117.114	169.205.36.8
1333462875	74.112.55.8	237.138.224.101
1333462875	137.92.116.88	152.70.197.76
1333462875	250.81.34.31	169.205.36.8
1333462875	237.138.224.101	42.191.206.14
1333462875	201.245.68.87	175.31.193.20
1333462875	42.191.206.14	10.236.213.76
1333462875	69.195.117.114	137.92.116.88
1333462875	183.206.239.94	250.81.34.31
1333462875	60.67.159.30	232.160.236.49
1333462875	137.92.116.88	70.139.33.91
1333462875	69.195.117.114	183.206.239.94
1333462875	152.70.197.76	183.206.239.94
1333462875	201.210.60.17	10.236.213.76
1333462875	171.137.198.31	183.206.239.94
1333462875	74.112.55.8	171.137.198.31
1333462875	42.191.206.14	63.15.222.10
1333462875	63.15.222.10	232.160.236.49
1333462875	171.137.198.31	201.245.68.87
1333462875	185.222.127.117	69.195.117.114
1333462875	74.112.55.8	69.195.117.114
1333462875	63.15.222.10	232.160.236.49
1333462875	185.222.127.117	42.191.206.14
1333462875	1.27.47.96	237.138.224.101
1333462875	124.141.163.118	69.195.117.114
1333462875	181.8.226.14	201.245.68.87
1333462875	169.227.145.64	181.8.226.14
1333462875	201.245.68.87	74.112.55.8
1333462875	124.141.163.118	63.15.222.10
1333462875	237.138.224.101	171.137.198.31
1333462875	183.206.239.94	124.141.163.118
1333462875	60.67.159.30	232.160.236.49
1333462875	74.112.55.8	181.8.226.14
1333462875	169.205.36.8	137.92.116.88
1333462875	10.236.213.76	124.141.163.118
1333462875	42.191.206.14	237.138.224.101
1333462875	169.227.145.64	237.138.224.101
1333462875	171.137.198.31	181.8.226.14
1333462875	69.195.117.114	237.138.224.101
1333462875	42.191.206.14	137.92.116.88
1333462875	1.27.47.96	183.206.239.94
1333462875	232.160.236.49	15.117.211.17
1333462875	10.236.213.76	181.8.226.14
1333462875	42.191.206.14	124.141.163.118
1333462875	7.244.129.105	201.210.60.17
1333462875	15.117.211.17	74.112.55.8
1333462875	171.137.198.31	237.138.224.101
1333462875	175.31.193.20	69.195.117.114
1333462875	60.67.159.30	185.222.127.117
1333462875	232.160.236.49	169.227.145.64
1333462875	69.195.117.114	1.27.47.96
1333462875	124.141.163.118	237.138.224.101
1333462875	152.70.197.76	183.206.239.94
1333462875	60.67.159.30	250.81.34.31
1333462875	237.138.224.101	201.210.60.17
1333462875	237.138.224.101	171.137.198.31
1333462875	1.27.47.96	15.117.211.17
1333462875	15.117.211.17	171.137.198.31
1333462875	171.137.198.31	250.81.34.31
1333462875	7.244.129.105	169.227.145.64
1333462875	137.92.116.88	124.141.163.118
1333462875	60.67.159.30	185.222.127.117
1333462875	169.227.145.64	185.222.127.117
1333462875	232.160.236.49	69.195.117.114
1333462875	42.191.206.14	10.236.213.76
1333462875	169.205.36.8	183.206.239.94
1333462875	74.112.55.8	169.227.145.64
1333462875	183.206.239.94	171.137.198.31
1333462875	169.227.145.64	70.139.33.91
1333462875	201.245.68.87	69.195.117.114
1333462875	74.112.55.8	69.195.117.114
1333462875	137.92.116.88	152.70.197.76
1333462875	152.70.197.76	201.210.60.17
1333462875	175.31.193.20	250.81.34.31
1333462875	171.137.198.31	152.70.197.76
1333462875	60.67.159.30	183.206.239.94
1333462875	42.191.206.14	232.160.236.49
1333462875	1.27.47.96	185.222.127.117
1333462875	63.15.222.10	201.245.68.87
1333462875	169.205.36.8	74.112.55.8
1333462875	183.206.239.94	70.139.33.91
1333462875	42.191.206.14	201.245.68.87
1333462875	74.112.55.8	185.222.127.117
1333462875	1.27.47.96	10.236.213.76
1333462875	201.245.68.87	250.81.34.31
1333462875	169.205.36.8	63.15.222.10
1333462875	1.27.47.96	185.222.127.117
1333462875	185.222.127.117	232.160.236.49
1333462875	181.8.226.14	15.117.211.17
1333462875	185.222.127.117	137.92.116.88
1333462875	69.195.117.114	181.8.226.14
1333462875	63.15.222.10	185.222.127.117
1333462875	183.206.239.94	152.70.197.76
1333462875	201.210.60.17	1.27.47.96
1333462875	42.191.206.14	7.244.129.105
1333462875	70.139.33.91	201.245.68.87
1333462875	63.15.222.10	250.81.34.31
1333462875	69.195.117.114	169.205.36.8
1333462875	171.137.198.31	74.112.55.8
1333462875	63.15.222.10	201.210.60.17
1333462875	201.210.60.17	69.195.117.114
1333462875	232.160.236.49	250.81.34.31
1333462875	201.245.68.87	10.236.213.76
1333462875	7.244.129.105	201.245.68.87
1333462875	169.227.145.64	183.206.239.94
1333462875	181.8.226.14	137.92.116.88
1333462875	185.222.127.117	181.8.226.14
1333462875	185.222.127.117	7.244.129.105
1333462876	181.8.226.14	42.191.206.14
1333462876	7.244.129.105	10.236.213.76
1333462876	15.117.211.17	201.245.68.87
1333462876	69.195.117.114	63.15.222.10
1333462876	124.141.163.118	171.137.198.31
1333462876	124.141.163.118	42.191.206.14
1333462876	181.8.226.14	237.138.224.101
1333462876	232.160.236.49	250.81.34.31
1333462876	185.222.127.117	183.206.239.94
1333462876	69.195.117.114	70.139.33.91
1333462876	183.206.239.94	171.137.198.31
1333462876	124.141.163.118	124.141.163.118
1333462876	250.81.34.31	183.206.239.94
1333462876	183.206.239.94	74.112.55.8
1333462876	183.206.239.94	10.236.213.76
1333462876	171.137.198.31	201.210.60.17
1333462876	42.191.206.14	169.205.36.8
1333462876	169.227.145.64	201.245.68.87
1333462876	250.81.34.31	124.141.163.118
1333462876	124.141.163.118	250.81.34.31
1333462876	250.81.34.31	201.245.68.87
1333462876	169.205.36.8	169.227.145.64
1333462876	237.138.224.101	60.67.159.30
